candidate_id,layer_count,sources_per_layer_mean,radius,z_extent,angular_offset_fraction,orientation_alpha,eig_smooth_background,eig_center_weak_target,eig_eccentric_roi_target,eig_weighted,eig_weighted_minmax,eig_weighted_zscore,dprime2_center_small_target,dprime_center_small_target,dprime2_eccentric_roi_target,dprime_eccentric_roi_target,dprime2_material_contrast,dprime_material_contrast,task_utility_min_dprime2,task_utility_mean_dprime2,task_utility_min_dprime,dprime_rank,eig_rank_within_top
cand_0012,3,16.0,1.3564907353458786,0.47813221188968047,0.10560641442819373,0.8490754602335203,3.394643783569336,3.4289302825927734,3.4698667526245117,3.430234360694885,0.6991990067775231,1.4473436628674359,21069.543280018755,145.1535162509636,17864.412626093468,133.65781917304153,52629.44419983087,229.4110812489904,17864.412626093468,30521.133368647697,133.65781917304153,15,23
cand_0181,2,24.0,1.3524699974189767,0.5703436864191544,0.4748865550632334,0.6652037407625883,3.44867205619812,3.485974073410034,3.5282955169677734,3.4866728365421293,0.8128254076216567,1.967093820467209,21779.59003283189,147.5790975471523,17839.703629910367,133.56535340390624,51546.49307129486,227.03852772446984,17839.703629910367,30388.595578012377,133.56535340390624,16,8
cand_0140,2,24.0,1.261080686375719,0.322342064640715,0.8247391864556497,0.6289783147821875,3.4342567920684814,3.4719080924987793,3.5104660987854004,3.471261489391327,0.7817980653233857,1.8251684762723348,21016.269838102202,144.96989286780274,17791.543109823004,133.38494334002996,52502.31397819352,229.13383420654733,17791.543109823004,30436.70897537291,133.38494334002996,17,11
cand_0106,2,24.0,1.350906531957699,0.4855804078232664,0.9368873189795887,0.8563361485347103,3.443049669265747,3.4807708263397217,3.518306016921997,3.4797673583030697,0.798922752976348,1.9035002639585725,21730.36318663514,147.4122219717047,17766.15329902976,133.28973440978027,52776.028420596514,229.73033848535658,17766.15329902976,30757.514968753803,133.28973440978027,18,10
cand_0203,4,12.0,1.2654268145647471,0.5990973763377537,0.7720489480564887,0.6986430140289809,3.470278024673462,3.50541353225708,3.5484619140625,3.507106828689575,0.8539647358500767,2.155273435164334,20950.67548022124,144.74348165019813,17745.428445532973,133.2119681017174,52819.186401373794,229.82425111674746,17745.428445532973,30505.096775709335,133.2119681017174,19,4
cand_0154,2,24.0,1.254179863682739,0.22442042777800847,0.7446340765260093,0.5211486766818225,3.4083476066589355,3.4427499771118164,3.48685359954834,3.445042824745178,0.7290125771620016,1.583716968638167,20245.91538344902,142.28814210414382,17670.801137400158,132.93156561705032,52380.63318994591,228.86815678452498,17670.801137400158,30099.116570265032,132.93156561705032,20,18
cand_0218,2,24.0,1.2940410893830634,0.41456281172163945,0.5318726572601287,0.897145091592742,3.4436097145080566,3.4815666675567627,3.518296957015991,3.4802190780639646,0.7998321909058834,1.9076602171357544,21667.604085202544,147.1991986567948,17651.229930732057,132.85793138059938,53429.19958961804,231.14757102253537,17651.229930732057,30916.011201850877,132.85793138059938,21,9
cand_0216,2,24.0,1.2891196017614925,0.5762309398377443,0.5123371397320662,0.9149617478347988,3.5419692993164062,3.579775333404541,3.620081901550293,3.5796428561210636,1.0,2.8232682936934284,21890.396144986527,147.95403389224143,17473.22159520581,132.18631394817623,53706.368743101346,231.7463456952479,17473.22159520581,31023.32882776456,132.18631394817623,22,1
cand_0094,3,16.0,1.263826122161355,0.1844970771467102,0.9570328554135938,0.9066558973802891,3.4250054359436035,3.4577887058258057,3.5012810230255127,3.46044956445694,0.7600306433997948,1.7255998822547653,20158.290157273543,141.9798934964861,17444.47342997269,132.07752810365847,54922.19022577276,234.3548382811261,17444.47342997269,30841.651271006336,132.07752810365847,23,14
cand_0151,2,24.0,1.2969896935988663,0.34434939082055604,0.49129069586087853,0.9575364611759111,3.40738844871521,3.4451382160186768,3.4811904430389404,3.4436427712440487,0.7261938787840883,1.5708236716995763,21323.048139808416,146.02413547016266,17374.999070380807,131.81425973839404,54149.15556245204,232.69971113529996,17374.999070380807,30949.067590880422,131.81425973839404,24,19
